id,structure_json,formula,spacegroup,bandgap,energy_above_hull,k_1064,k_755,k_1500
mp-1873,"{""@module"": ""pymatgen.core.structure"", ""@class"": ""Structure"", ""charge"": 0, ""lattice"": {""matrix"": [[3.1328902100000002, 0.0, 0.0], [0.0, 4.70294417, 0.0], [0.0, -0.0, 4.70294417]], ""pbc"": [true, true, true], ""a"": 3.1328902100000002, ""b"": 4.70294417, ""c"": 4.70294417, ""alpha"": 90.0, ""beta"": 90.0, ""gamma"": 90.0, ""volume"": 69.29227525209554}, ""properties"": {}, ""sites"": [{""species"": [{""element"": ""Zn"", ""occu"": 1}], ""abc"": [0.5, 0.5, 0.5], ""properties"": {""magmom"": 0.0}, ""label"": ""Zn"", ""xyz"": [1.5664451050000001, 2.351472085, 2.351472085]}, {""species"": [{""element"": ""Zn"", ""occu"": 1}], ""abc"": [-0.0, 0.0, -0.0], ""properties"": {""magmom"": 0.0}, ""label"": ""Zn"", ""xyz"": [0.0, 0.0, 0.0]}, {""species"": [{""element"": ""F"", ""occu"": 1}], ""abc"": [0.0, 0.69686162, 0.69686162], ""properties"": {""magmom"": -0.0}, ""label"": ""F"", ""xyz"": [0.0, 3.2773012930757552, 3.2773012930757552]}, {""species"": [{""element"": ""F"", ""occu"": 1}], ""abc"": [0.5, 0.80313838, 0.19686162000000001], ""properties"": {""magmom"": -0.0}, ""label"": ""F"", ""xyz"": [1.5664451050000001, 3.7771149619242452, 0.9258292080757555]}, {""species"": [{""element"": ""F"", ""occu"": 1}], ""abc"": [0.0, 0.30313838, 0.30313838], ""properties"": {""magmom"": -0.0}, ""label"": ""F"", ""xyz"": [0.0, 1.4256428769242446, 1.4256428769242446]}, {""species"": [{""element"": ""F"", ""occu"": 1}], ""abc"": [0.5, 0.19686162000000001, 0.80313838], ""properties"": {""magmom"": -0.0}, ""label"": ""F"", ""xyz"": [1.5664451050000001, 0.9258292080757555, 3.7771149619242452]}]}",ZnF2,136,3.4712,0.0,0.001234960729155,0.001813100941657,0.0008600831654445
mp-1206528,"{""@module"": ""pymatgen.core.structure"", ""@class"": ""Structure"", ""charge"": 0, ""lattice"": {""matrix"": [[-2.16641817, 2.16641817, 7.31861413], [2.16641817, -2.16641817, 7.31861413], [2.16641817, 2.16641817, -7.31861413]], ""pbc"": [true, true, true], ""a"": 7.934031015722585, ""b"": 7.934031015722585, ""c"": 7.934031015722585, ""alpha"": 148.30785347957246, ""beta"": 148.30785347957246, ""gamma"": 45.43111680910264, ""volume"": 137.39578829441683}, ""properties"": {}, ""sites"": [{""species"": [{""element"": ""Cs"", ""occu"": 1}], ""abc"": [0.35149991, 0.35149991, 0.0], ""properties"": {""magmom"": 0.0}, ""label"": ""Cs"", ""xyz"": [0.0, 0.0, 5.144984416039457]}, {""species"": [{""element"": ""Cs"", ""occu"": 1}], ""abc"": [0.64850009, 0.64850009, -0.0], ""properties"": {""magmom"": 0.0}, ""label"": ""Cs"", ""xyz"": [0.0, 0.0, 9.492243843960543]}, {""species"": [{""element"": ""Mn"", ""occu"": 1}], ""abc"": [-0.0, -0.0, -0.0], ""properties"": {""magmom"": 4.616}, ""label"": ""Mn"", ""xyz"": [0.0, 0.0, 0.0]}, {""species"": [{""element"": ""F"", ""occu"": 1}], ""abc"": [0.14268041, 0.14268041, 0.0], ""properties"": {""magmom"": 0.034}, ""label"": ""F"", ""xyz"": [0.0, 0.0, 2.088445729400387]}, {""species"": [{""element"": ""F"", ""occu"": 1}], ""abc"": [0.85731959, 0.85731959, -0.0], ""properties"": {""magmom"": 0.034}, ""label"": ""F"", ""xyz"": [0.0, 0.0, 12.548782530599615]}, {""species"": [{""element"": ""F"", ""occu"": 1}], ""abc"": [0.5, -0.0, 0.5], ""properties"": {""magmom"": 0.053}, ""label"": ""F"", ""xyz"": [0.0, 2.16641817, 0.0]}, {""species"": [{""element"": ""F"", ""occu"": 1}], ""abc"": [-0.0, 0.5, 0.5], ""properties"": {""magmom"": 0.053}, ""label"": ""F"", ""xyz"": [2.16641817, 0.0, 0.0]}]}",Cs2MnF4,139,2.1255,0.0,0.0011757248548055,0.0017053613082675,0.000806137830458
mp-1265,"{""@module"": ""pymatgen.core.structure"", ""@class"": ""Structure"", ""charge"": 0, ""lattice"": {""matrix"": [[2.56829206, -0.0, 1.48280459], [0.85609768, 2.4214088, 1.48280459], [-1e-08, -0.0, 2.96560719]], ""pbc"": [true, true, true], ""a"": 2.965608463297897, ""b"": 2.9656084142286705, ""c"": 2.96560719, ""alpha"": 59.99999152264117, ""beta"": 59.99999219878217, ""gamma"": 59.99998781182175, ""volume"": 18.4427700910204}, ""properties"": {}, ""sites"": [{""species"": [{""element"": ""Mg"", ""occu"": 1}], ""abc"": [0.0, 0.0, -0.0], ""properties"": {""magmom"": 0.0}, ""label"": ""Mg"", ""xyz"": [0.0, 0.0, 0.0]}, {""species"": [{""element"": ""O"", ""occu"": 1}], ""abc"": [0.5, 0.5, 0.5], ""properties"": {""magmom"": -0.0}, ""label"": ""O"", ""xyz"": [1.712194865, 1.2107044, 2.965608185]}]}",MgO,225,4.4873,0.0,0.0016015739182547,0.0022811478806696,0.0010799055460754
mp-7477,"{""@module"": ""pymatgen.core.structure"", ""@class"": ""Structure"", ""charge"": 0, ""lattice"": {""matrix"": [[6.57092377, -1.7166932, 0.00363262], [6.57092377, 1.7166932, 0.00363262], [6.12080276, 0.0, 2.94276526]], ""pbc"": [true, true, true], ""a"": 6.791471705750184, ""b"": 6.791471705750184, ""c"": 6.791472138077759, ""alpha"": 29.283202257814928, ""beta"": 29.283202257814928, ""gamma"": 29.283199438837972, ""volume"": 66.31397560463556}, ""properties"": {}, ""sites"": [{""species"": [{""element"": ""Rb"", ""occu"": 1}], ""abc"": [-0.0, -0.0, 0.0], ""properties"": {""magmom"": -0.0}, ""label"": ""Rb"", ""xyz"": [0.0, 0.0, 0.0]}, {""species"": [{""element"": ""Er"", ""occu"": 1}], ""abc"": [0.5, 0.5, 0.5], ""properties"": {""magmom"": -0.0}, ""label"": ""Er"", ""xyz"": [9.63132515, 0.0, 1.47501525]}, {""species"": [{""element"": ""O"", ""occu"": 1}], ""abc"": [0.77529956, 0.77529956, 0.77529956], ""properties"": {""magmom"": -0.0}, ""label"": ""O"", ""xyz"": [14.93432430202387, 0.0, 2.2871573486365797]}, {""species"": [{""element"": ""O"", ""occu"": 1}], ""abc"": [0.22470044, 0.22470044, 0.22470044], ""properties"": {""magmom"": -0.0}, ""label"": ""O"", ""xyz"": [4.328325997976132, 0.0, 0.66287315136342]}]}",RbErO2,166,3.6862,0.0,0.002867832386638,0.0043491354957524,0.001990095662698
mp-545598,"{""@module"": ""pymatgen.core.structure"", ""@class"": ""Structure"", ""charge"": 0, ""lattice"": {""matrix"": [[3.52057956, 0.0, 0.0], [0.0, 4.93730764, -0.13461653], [0.0, -0.010734190000000001, 4.93913038]], ""pbc"": [true, true, true], ""a"": 3.52057956, ""b"": 4.939142470323326, ""c"": 4.939142044269825, ""alpha"": 91.68631267957828, ""beta"": 90.0, ""gamma"": 90.0, ""volume"": 85.84778760200051}, ""properties"": {}, ""sites"": [{""species"": [{""element"": ""U"", ""occu"": 1}], ""abc"": [-0.0, 0.0, -0.0], ""properties"": {""magmom"": -0.0}, ""label"": ""U"", ""xyz"": [0.0, 0.0, 0.0]}, {""species"": [{""element"": ""Cd"", ""occu"": 1}], ""abc"": [0.5, 0.5, 0.5], ""properties"": {""magmom"": 0.0}, ""label"": ""Cd"", ""xyz"": [1.76028978, 2.463286725, 2.402256925]}, {""species"": [{""element"": ""O"", ""occu"": 1}], ""abc"": [-0.0, 0.71660402, 0.71660402], ""properties"": {""magmom"": 0.0}, ""label"": ""O"", ""xyz"": [0.0, 3.5304023390952692, 3.442933939055677]}, {""species"": [{""element"": ""O"", ""occu"": 1}], ""abc"": [0.5, 0.82136427, 0.17863573], ""properties"": {""magmom"": 0.0}, ""label"": ""O"", ""xyz"": [1.76028978, 4.053410575627414, 0.7717359531030943]}, {""species"": [{""element"": ""O"", ""occu"": 1}], ""abc"": [-0.0, 0.28339598, 0.28339598], ""properties"": {""magmom"": 0.0}, ""label"": ""O"", ""xyz"": [0.0, 1.396171110904731, 1.361579910944323]}, {""species"": [{""element"": ""O"", ""occu"": 1}], ""abc"": [0.5, 0.17863573, 0.82136427], ""properties"": {""magmom"": 0.0}, ""label"": ""O"", ""xyz"": [1.76028978, 0.8731628743725859, 4.0327778968969055]}]}",UCdO4,65,1.9147,0.0,0.0137256933834285,0.0281645608534733,0.008481703502523
mp-1080847,"{""@module"": ""pymatgen.core.structure"", ""@class"": ""Structure"", ""charge"": 0, ""lattice"": {""matrix"": [[4.34531858, -0.0, -0.0], [-0.0, 4.34531858, -0.0], [0.0, -0.0, 4.34531858]], ""pbc"": [true, true, true], ""a"": 4.34531858, ""b"": 4.34531858, ""c"": 4.34531858, ""alpha"": 90.0, ""beta"": 90.0, ""gamma"": 90.0, ""volume"": 82.0474083873499}, ""properties"": {}, ""sites"": [{""species"": [{""element"": ""Mg"", ""occu"": 1}], ""abc"": [-0.0, 0.5, 0.5], ""properties"": {""magmom"": -0.0}, ""label"": ""Mg"", ""xyz"": [0.0, 2.17265929, 2.17265929]}, {""species"": [{""element"": ""Mg"", ""occu"": 1}], ""abc"": [0.5, -0.0, 0.5], ""properties"": {""magmom"": -0.0}, ""label"": ""Mg"", ""xyz"": [2.17265929, 0.0, 2.17265929]}, {""species"": [{""element"": ""Mg"", ""occu"": 1}], ""abc"": [0.5, 0.5, -0.0], ""properties"": {""magmom"": -0.0}, ""label"": ""Mg"", ""xyz"": [2.17265929, 2.17265929, 0.0]}, {""species"": [{""element"": ""Sb"", ""occu"": 1}], ""abc"": [-0.0, 0.0, -0.0], ""properties"": {""magmom"": -0.0}, ""label"": ""Sb"", ""xyz"": [0.0, 0.0, 0.0]}, {""species"": [{""element"": ""N"", ""occu"": 1}], ""abc"": [0.5, 0.5, 0.5], ""properties"": {""magmom"": 0.0}, ""label"": ""N"", ""xyz"": [2.17265929, 2.17265929, 2.17265929]}]}",Mg3SbN,221,0.7065000000000001,0.0,0.4420505705117304,0.5449128332624011,0.1264404544766169
mp-10779,"{""@module"": ""pymatgen.core.structure"", ""@class"": ""Structure"", ""charge"": 0, ""lattice"": {""matrix"": [[8.06645103, -2.18391367, -0.0046882], [8.06645103, 2.18391367, -0.0046882], [7.47734938, 0.0, 3.73180757]], ""pbc"": [true, true, true], ""a"": 8.356861439357491, ""b"": 8.356861439357491, ""c"": 8.356861940351514, ""alpha"": 30.29820548053481, ""beta"": 30.29820548053481, ""gamma"": 30.29820263833961, ""volume"": 131.63538914816922}, ""properties"": {}, ""sites"": [{""species"": [{""element"": ""Rb"", ""occu"": 1}], ""abc"": [0.0, 0.0, 0.0], ""properties"": {""magmom"": 0.0}, ""label"": ""Rb"", ""xyz"": [0.0, 0.0, 0.0]}, {""species"": [{""element"": ""Nd"", ""occu"": 1}], ""abc"": [0.5, 0.5, 0.5], ""properties"": {""magmom"": 0.0}, ""label"": ""Nd"", ""xyz"": [11.80512572, 0.0, 1.861215585]}, {""species"": [{""element"": ""Se"", ""occu"": 1}], ""abc"": [0.2339098, 0.2339098, 0.2339098], ""properties"": {""magmom"": -0.0}, ""label"": ""Se"", ""xyz"": [5.522669192280112, 0.0, 0.870713130488466]}, {""species"": [{""element"": ""Se"", ""occu"": 1}], ""abc"": [0.766090199999999, 0.766090199999999, 0.766090199999999], ""properties"": {""magmom"": -0.0}, ""label"": ""Se"", ""xyz"": [18.087582247719865, 0.0, 2.8517180395115305]}]}",RbNdSe2,166,1.9209,0.0,0.0159580817425982,0.0307462727543256,0.0103755344910429
mp-6574,"{""@module"": ""pymatgen.core.structure"", ""@class"": ""Structure"", ""charge"": 0, ""lattice"": {""matrix"": [[-1.845562, -3.196607, 0.0], [-1.845562, 3.196607, 0.0], [0.0, 0.0, -8.160044]], ""pbc"": [true, true, true], ""a"": 3.691123867915164, ""b"": 3.691123867915164, ""c"": 8.160044, ""alpha"": 90.0, ""beta"": 90.0, ""gamma"": 119.99999763251986, ""volume"": 96.28095333995078}, ""properties"": {}, ""sites"": [{""species"": [{""element"": ""Er"", ""occu"": 1}], ""abc"": [0.666667, 0.333333, 0.176304], ""properties"": {""magmom"": -0.0}, ""label"": ""Er"", ""xyz"": [-1.845562, -1.065537797738, -1.4386483973759998]}, {""species"": [{""element"": ""Er"", ""occu"": 1}], ""abc"": [0.333333, 0.666667, 0.823696], ""properties"": {""magmom"": -0.0}, ""label"": ""Er"", ""xyz"": [-1.845562, 1.065537797738, -6.721395602623999]}, {""species"": [{""element"": ""C"", ""occu"": 1}], ""abc"": [0.0, 0.0, 0.5], ""properties"": {""magmom"": 0.0}, ""label"": ""C"", ""xyz"": [0.0, 0.0, -4.080022]}, {""species"": [{""element"": ""N"", ""occu"": 1}], ""abc"": [0.0, 0.0, 0.34857000000000005], ""properties"": {""magmom"": -0.0}, ""label"": ""N"", ""xyz"": [0.0, 0.0, -2.8443465370800003]}, {""species"": [{""element"": ""N"", ""occu"": 1}], ""abc"": [0.0, 0.0, 0.6514300000000001], ""properties"": {""magmom"": -0.0}, ""label"": ""N"", ""xyz"": [0.0, 0.0, -5.31569746292]}, {""species"": [{""element"": ""O"", ""occu"": 1}], ""abc"": [0.333333, 0.666667, 0.102749], ""properties"": {""magmom"": 0.0}, ""label"": ""O"", ""xyz"": [-1.845562, 1.065537797738, -0.8384363609559998]}, {""species"": [{""element"": ""O"", ""occu"": 1}], ""abc"": [0.666667, 0.333333, 0.897250999999999], ""properties"": {""magmom"": 0.0}, ""label"": ""O"", ""xyz"": [-1.845562, -1.065537797738, -7.321607639043991]}]}",Er2C(NO)2,164,4.017,0.0,0.0031689513715975,0.0048536589724292,0.0021695794262382
mp-27827,"{""@module"": ""pymatgen.core.structure"", ""@class"": ""Structure"", ""charge"": 0, ""lattice"": {""matrix"": [[6.11936195, -0.0, 3.53301556], [2.03978664, 5.76939008, 3.53301556], [-0.0, -0.0, 7.06603113]], ""pbc"": [true, true, true], ""a"": 7.066030683651885, ""b"": 7.066030737205083, ""c"": 7.06603113, ""alpha"": 59.99999820793958, ""beta"": 59.999997957229425, ""gamma"": 60.00000437569778, ""volume"": 249.46613104063155}, ""properties"": {}, ""sites"": [{""species"": [{""element"": ""Rb"", ""occu"": 1}], ""abc"": [0.75, 0.75, 0.75], ""properties"": {""magmom"": 0.0}, ""label"": ""Rb"", ""xyz"": [6.119361442500001, 4.32704256, 10.5990466875]}, {""species"": [{""element"": ""Rb"", ""occu"": 1}], ""abc"": [0.25, 0.25, 0.25], ""properties"": {""magmom"": 0.0}, ""label"": ""Rb"", ""xyz"": [2.0397871475000002, 1.44234752, 3.5330155625]}, {""species"": [{""element"": ""Ti"", ""occu"": 1}], ""abc"": [-0.0, 0.0, -0.0], ""properties"": {""magmom"": -0.0}, ""label"": ""Ti"", ""xyz"": [0.0, 0.0, 0.0]}, {""species"": [{""element"": ""Cl"", ""occu"": 1}], ""abc"": [0.23530081, 0.76469919, 0.76469919], ""properties"": {""magmom"": 0.0}, ""label"": ""Cl"", ""xyz"": [2.999714014899001, 4.411847920970035, 8.936403841625784]}, {""species"": [{""element"": ""Cl"", ""occu"": 1}], ""abc"": [0.23530081, 0.76469919, 0.23530081], ""properties"": {""magmom"": 0.0}, ""label"": ""Cl"", ""xyz"": [2.999714014899001, 4.411847920970035, 5.195658408374215]}, {""species"": [{""element"": ""Cl"", ""occu"": 1}], ""abc"": [0.76469919, 0.23530081, 0.76469919], ""properties"": {""magmom"": 0.0}, ""label"": ""Cl"", ""xyz"": [5.159434575100999, 1.3575421590299648, 8.936403841625784]}, {""species"": [{""element"": ""Cl"", ""occu"": 1}], ""abc"": [0.76469919, 0.23530081, 0.23530081], ""properties"": {""magmom"": 0.0}, ""label"": ""Cl"", ""xyz"": [5.159434575100999, 1.3575421590299648, 5.195658408374215]}, {""species"": [{""element"": ""Cl"", ""occu"": 1}], ""abc"": [0.76469919, 0.76469919, 0.23530081], ""properties"": {""magmom"": 0.0}, ""label"": ""Cl"", ""xyz"": [6.239294317862642, 4.411847920970035, 7.0660311223530075]}, {""species"": [{""element"": ""Cl"", ""occu"": 1}], ""abc"": [0.23530081, 0.23530081, 0.76469919], ""properties"": {""magmom"": 0.0}, ""label"": ""Cl"", ""xyz"": [1.919854272137358, 1.3575421590299648, 7.066031127646992]}]}",Rb2TiCl6,225,2.1373,0.0,0.0113590593931467,0.023307561059112,0.0068731208877979
mp-555908,"{""@module"": ""pymatgen.core.structure"", ""@class"": ""Structure"", ""charge"": 0, ""lattice"": {""matrix"": [[3.19916469, 0.0, 0.0], [0.0, 4.64351941, -1.02e-06], [0.0, -1.02e-06, 4.64351941]], ""pbc"": [true, true, true], ""a"": 3.19916469, ""b"": 4.643519410000112, ""c"": 4.643519410000112, ""alpha"": 90.00002517129357, ""beta"": 90.0, ""gamma"": 90.0, ""volume"": 68.98126085349506}, ""properties"": {}, ""sites"": [{""species"": [{""element"": ""Co"", ""occu"": 1}], ""abc"": [-0.0, -0.0, -0.0], ""properties"": {""magmom"": 2.774}, ""label"": ""Co"", ""xyz"": [0.0, 0.0, 0.0]}, {""species"": [{""element"": ""Co"", ""occu"": 1}], ""abc"": [0.5, 0.5, 0.5], ""properties"": {""magmom"": 2.774}, ""label"": ""Co"", ""xyz"": [1.599582345, 2.321759195, 2.321759195]}, {""species"": [{""element"": ""F"", ""occu"": 1}], ""abc"": [0.0, 0.30433674, 0.30433674], ""properties"": {""magmom"": 0.099}, ""label"": ""F"", ""xyz"": [0.0, 1.4131932489426486, 1.4131932489426486]}, {""species"": [{""element"": ""F"", ""occu"": 1}], ""abc"": [0.0, 0.69566326, 0.69566326], ""properties"": {""magmom"": 0.099}, ""label"": ""F"", ""xyz"": [0.0, 3.2303251410573512, 3.2303251410573512]}, {""species"": [{""element"": ""F"", ""occu"": 1}], ""abc"": [0.5, 0.19566326, 0.80433674], ""properties"": {""magmom"": 0.099}, ""label"": ""F"", ""xyz"": [1.599582345, 0.9085653252104018, 3.734953064789598]}, {""species"": [{""element"": ""F"", ""occu"": 1}], ""abc"": [0.5, 0.80433674, 0.19566326], ""properties"": {""magmom"": 0.099}, ""label"": ""F"", ""xyz"": [1.599582345, 3.734953064789598, 0.9085653252104018]}]}",CoF2,136,0.1606,0.0,0.3718136423671783,0.5810703634508296,0.7322712829188277
mp-999472,"{""@module"": ""pymatgen.core.structure"", ""@class"": ""Structure"", ""charge"": 0, ""lattice"": {""matrix"": [[-2.18673395, -3.78753298, 0.0], [-4.3734679100000005, -0.0, -0.0], [-2.18673395, -1.26251099, -6.8735175900000005]], ""pbc"": [true, true, true], ""a"": 4.373466753351428, ""b"": 4.3734679100000005, ""c"": 7.322635005788067, ""alpha"": 72.62486488537832, ""beta"": 72.62486647585949, ""gamma"": 59.99999132705627, ""volume"": 113.8574402707584}, ""properties"": {}, ""sites"": [{""species"": [{""element"": ""Na"", ""occu"": 1}], ""abc"": [-0.0, 0.0, -0.0], ""properties"": {""magmom"": -0.0}, ""label"": ""Na"", ""xyz"": [0.0, 0.0, 0.0]}, {""species"": [{""element"": ""La"", ""occu"": 1}], ""abc"": [0.5, 0.5, 0.5], ""properties"": {""magmom"": 0.0}, ""label"": ""La"", ""xyz"": [-4.373467905, -2.525021985, -3.4367587950000003]}, {""species"": [{""element"": ""Se"", ""occu"": 1}], ""abc"": [0.75323913, 0.75323913, 0.740283599999999], ""properties"": {""magmom"": -0.0}, ""label"": ""Se"", ""xyz"": [-6.560204022399001, -3.78753422741827, -5.088352346188517]}, {""species"": [{""element"": ""Se"", ""occu"": 1}], ""abc"": [0.24676087, 0.24676087, 0.2597164], ""properties"": {""magmom"": -0.0}, ""label"": ""Se"", ""xyz"": [-2.186731787600998, -1.2625097425817287, -1.7851652438114762]}]}",NaLaSe2,166,2.2398,0.0,0.0152479046784383,0.026993056780947,0.009680790056991
mp-8658,"{""@module"": ""pymatgen.core.structure"", ""@class"": ""Structure"", ""charge"": 0, ""lattice"": {""matrix"": [[4.9949251, 0.0, 0.0], [-0.0, 4.9949251, 0.0], [0.0, 0.0, 8.1072423]], ""pbc"": [true, true, true], ""a"": 4.9949251, ""b"": 4.9949251, ""c"": 8.1072423, ""alpha"": 90.0, ""beta"": 90.0, ""gamma"": 90.0, ""volume"": 202.26983185938096}, ""properties"": {}, ""sites"": [{""species"": [{""element"": ""Cs"", ""occu"": 1}], ""abc"": [0.25, 0.25, 0.65137117], ""properties"": {""magmom"": -0.0}, ""label"": ""Cs"", ""xyz"": [1.248731275, 1.248731275, 5.2808239024244905]}, {""species"": [{""element"": ""Cs"", ""occu"": 1}], ""abc"": [0.75, 0.75, 0.34862883], ""properties"": {""magmom"": -0.0}, ""label"": ""Cs"", ""xyz"": [3.7461938249999998, 3.7461938249999998, 2.826418397575509]}, {""species"": [{""element"": ""Na"", ""occu"": 1}], ""abc"": [0.25, 0.75, -0.0], ""properties"": {""magmom"": 0.0}, ""label"": ""Na"", ""xyz"": [1.248731275, 3.7461938249999998, 0.0]}, {""species"": [{""element"": ""Na"", ""occu"": 1}], ""abc"": [0.75, 0.25, -0.0], ""properties"": {""magmom"": 0.0}, ""label"": ""Na"", ""xyz"": [3.7461938249999998, 1.248731275, 0.0]}, {""species"": [{""element"": ""Se"", ""occu"": 1}], ""abc"": [0.75, 0.75, 0.80636536], ""properties"": {""magmom"": 0.0}, ""label"": ""Se"", ""xyz"": [3.7461938249999998, 3.7461938249999998, 6.537399355846728]}, {""species"": [{""element"": ""Se"", ""occu"": 1}], ""abc"": [0.25, 0.25, 0.19363464], ""properties"": {""magmom"": 0.0}, ""label"": ""Se"", ""xyz"": [1.248731275, 1.248731275, 1.5698429441532717]}]}",CsNaSe,129,2.0295,0.0,0.010341876309046,0.0188811681507216,0.0064407944343931
mp-20790,"{""@module"": ""pymatgen.core.structure"", ""@class"": ""Structure"", ""charge"": 0, ""lattice"": {""matrix"": [[5.06578413, 1.9990000000000003e-05, -2.6717928200000003], [-1.40916281, 4.86585466, -2.67177083], [-0.02900362, -0.03862256, 6.08333027]], ""pbc"": [true, true, true], ""a"": 5.727184799285161, ""b"": 5.727184366280669, ""c"": 6.08352201327589, ""alpha"": 118.08059041527514, ""beta"": 118.08058751053741, ""gamma"": 89.99999862138247, ""volume"": 148.90520918656287}, ""properties"": {}, ""sites"": [{""species"": [{""element"": ""In"", ""occu"": 1}], ""abc"": [-0.0, 0.0, -0.0], ""properties"": {""magmom"": -0.0}, ""label"": ""In"", ""xyz"": [0.0, 0.0, 0.0]}, {""species"": [{""element"": ""P"", ""occu"": 1}], ""abc"": [0.75, 0.25, 0.5], ""properties"": {""magmom"": -0.0}, ""label"": ""P"", ""xyz"": [3.4325455849999997, 1.1971673775, 0.36987781249999996]}, {""species"": [{""element"": ""S"", ""occu"": 1}], ""abc"": [0.43636692, 0.36325414, 0.26192788], ""properties"": {""magmom"": 0.0}, ""label"": ""S"", ""xyz"": [1.6910595368275205, 1.7574342475970504, -0.5430200179093232]}, {""species"": [{""element"": ""S"", ""occu"": 1}], ""abc"": [0.82556196, 0.89867274, 0.26192788], ""properties"": {""magmom"": 0.0}, ""label"": ""S"", ""xyz"": [2.9081456150319704, 4.362711117466576, -3.013384328680374]}, {""species"": [{""element"": ""S"", ""occu"": 1}], ""abc"": [0.10132726, 0.56363308, 0.73807212], ""properties"": {""magmom"": 0.0}, ""label"": ""S"", ""xyz"": [-0.3023555124784454, 2.7140524396410535, 2.713312601333743]}, {""species"": [{""element"": ""S"", ""occu"": 1}], ""abc"": [0.63674586, 0.17443804000000002, 0.73807212], ""properties"": {""magmom"": 0.0}, ""label"": ""S"", ""xyz"": [2.9583987105128347, 0.8202966436259806, 2.322624985211974]}]}",InPS4,82,2.351,0.0,0.0127827682754048,0.0220032602075793,0.0081507549669961
mp-23859,"{""@module"": ""pymatgen.core.structure"", ""@class"": ""Structure"", ""charge"": 0, ""lattice"": {""matrix"": [[3.8166786, 0.0, 0.0], [0.0, 3.8166786, 0.0], [0.0, 0.0, 6.90281062]], ""pbc"": [true, true, true], ""a"": 3.8166786, ""b"": 3.8166786, ""c"": 6.90281062, ""alpha"": 90.0, ""beta"": 90.0, ""gamma"": 90.0, ""volume"": 100.55348759773327}, ""properties"": {}, ""sites"": [{""species"": [{""element"": ""Ca"", ""occu"": 1}], ""abc"": [0.75, 0.75, 0.80792328], ""properties"": {""magmom"": -0.0}, ""label"": ""Ca"", ""xyz"": [2.86250895, 2.86250895, 5.576941397329234]}, {""species"": [{""element"": ""Ca"", ""occu"": 1}], ""abc"": [0.25, 0.25, 0.19207672], ""properties"": {""magmom"": -0.0}, ""label"": ""Ca"", ""xyz"": [0.95416965, 0.95416965, 1.3258692226707665]}, {""species"": [{""element"": ""H"", ""occu"": 1}], ""abc"": [0.25, 0.75, -0.0], ""properties"": {""magmom"": 0.0}, ""label"": ""H"", ""xyz"": [0.95416965, 2.86250895, 0.0]}, {""species"": [{""element"": ""H"", ""occu"": 1}], ""abc"": [0.75, 0.25, -0.0], ""properties"": {""magmom"": 0.0}, ""label"": ""H"", ""xyz"": [2.86250895, 0.95416965, 0.0]}, {""species"": [{""element"": ""Cl"", ""occu"": 1}], ""abc"": [0.25, 0.25, 0.65283955], ""properties"": {""magmom"": 0.0}, ""label"": ""Cl"", ""xyz"": [0.95416965, 0.95416965, 4.506427778896022]}, {""species"": [{""element"": ""Cl"", ""occu"": 1}], ""abc"": [0.75, 0.75, 0.34716045], ""properties"": {""magmom"": 0.0}, ""label"": ""Cl"", ""xyz"": [2.86250895, 2.86250895, 2.3963828411039794]}]}",CaHCl,129,3.8723,0.0,0.0034129959765272,0.005097931767869,0.0022980287365462
mp-977455,"{""@module"": ""pymatgen.core.structure"", ""@class"": ""Structure"", ""charge"": 0, ""lattice"": {""matrix"": [[4.3149707, 0.0, 0.0], [0.0, 4.3149707, 0.0], [0.0, 0.0, 4.3149707]], ""pbc"": [true, true, true], ""a"": 4.3149707, ""b"": 4.3149707, ""c"": 4.3149707, ""alpha"": 90.0, ""beta"": 90.0, ""gamma"": 90.0, ""volume"": 80.34031925623562}, ""properties"": {}, ""sites"": [{""species"": [{""element"": ""Pa"", ""occu"": 1}], ""abc"": [0.500001, 0.500001, 0.500001], ""properties"": {""magmom"": 0.0}, ""label"": ""Pa"", ""xyz"": [2.1574896649707003, 2.1574896649707003, 2.1574896649707003]}, {""species"": [{""element"": ""Ag"", ""occu"": 1}], ""abc"": [-0.0, -0.0, -0.0], ""properties"": {""magmom"": 0.0}, ""label"": ""Ag"", ""xyz"": [0.0, 0.0, 0.0]}, {""species"": [{""element"": ""O"", ""occu"": 1}], ""abc"": [0.500001, 0.500001, -0.0], ""properties"": {""magmom"": -0.0}, ""label"": ""O"", ""xyz"": [2.1574896649707003, 2.1574896649707003, 0.0]}, {""species"": [{""element"": ""O"", ""occu"": 1}], ""abc"": [0.500001, -0.0, 0.500001], ""properties"": {""magmom"": -0.0}, ""label"": ""O"", ""xyz"": [2.1574896649707003, 0.0, 2.1574896649707003]}, {""species"": [{""element"": ""O"", ""occu"": 1}], ""abc"": [-0.0, 0.500001, 0.500001], ""properties"": {""magmom"": -0.0}, ""label"": ""O"", ""xyz"": [0.0, 2.1574896649707003, 2.1574896649707003]}]}",PaAgO3,221,0.9026,0.0,0.0258690645155463,0.0379499808471997,0.0113637953957973
